Frame_Number,Time_Stamp,SpineBase_x,SpineBase_y,SpineBase_z,ScreenX,ScreenY,SpineMid_x,SpineMid_y,SpineMid_z,ScreenX,ScreenY,Neck_x,Neck_y,Neck_z,ScreenX,ScreenY,Head_x,Head_y,Head_z,ScreenX,ScreenY,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ScreenX,ScreenY,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ScreenX,ScreenY,WristLeft_x,WristLeft_y,WristLeft_z,ScreenX,ScreenY,HandLeft_x,HandLeft_y,HandLeft_z,ScreenX,ScreenY,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ScreenX,ScreenY,ElbowRight_x,ElbowRight_y,ElbowRight_z,ScreenX,ScreenY,WristRight_x,WristRight_y,WristRight_z,ScreenX,ScreenY,HandRight_x,HandRight_y,HandRight_z,ScreenX,ScreenY,HipLeft_x,HipLeft_y,HipLeft_z,ScreenX,ScreenY,KneeLeft_x,KneeLeft_y,KneeLeft_z,ScreenX,ScreenY,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,ScreenX,ScreenY,FootLeft_x,FootLeft_y,FootLeft_z,ScreenX,ScreenY,HipRight_x,HipRight_y,HipRight_z,ScreenX,ScreenY,KneeRight_x,KneeRight_y,KneeRight_z,ScreenX,ScreenY,AnkleRight_x,AnkleRight_y,AnkleRight_z,ScreenX,ScreenY,FootRight_x,FootRight_y,FootRight_z,ScreenX,ScreenY,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,ScreenX,ScreenY,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ScreenX,ScreenY,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,ScreenX,ScreenY,HandTipRight_x,HandTipRight_y,HandTipRight_z,ScreenX,ScreenY,ThumbRight_x,ThumbRight_y,ThumbRight_z,ScreenX,ScreenY,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,
76,0,0.30707,-0.295431,1.24022,0,0,0.2957,0.0225964,1.31037,0,0,0.282041,0.322031,1.36339,0,0,0.302292,0.483575,1.34963,0,0,0.0994453,0.184519,1.32757,0,0,0.0296175,-0.0376279,1.29318,0,0,0.0217901,-0.219956,1.15854,0,0,0.0304157,-0.26695,1.1035,0,0,0.493364,0.188502,1.34216,0,0,0.533656,-0.0514009,1.3068,0,0,0.537386,-0.228407,1.15347,0,0,0.534533,-0.27531,1.10025,0,0,0.22489,-0.285223,1.20407,0,0,0.195519,-0.55338,1.11582,0,0,0.165994,-0.895516,1.04349,0,0,0.161166,-0.901288,0.901672,0,0,0.371429,-0.288656,1.20499,0,0,0.405435,-0.53618,1.08353,0,0,0.462133,-0.871568,0.962058,0,0,0.463071,-0.865345,0.820496,0,0,0.285803,0.249472,1.35253,0,0,0.0408389,-0.308278,1.06349,0,0,0.0730179,-0.259785,1.11186,0,0,0.526656,-0.331151,1.06145,0,0,0.510396,-0.305205,1.10103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
77,0,0.320613,-0.284406,1.20091,0,0,0.308501,0.0356633,1.26596,0,0,0.293739,0.336474,1.3134,0,0,0.318816,0.496571,1.29859,0,0,0.10863,0.197806,1.27252,0,0,0.0394395,-0.0120197,1.22936,0,0,0.0341899,-0.180053,1.08856,0,0,0.0561947,-0.238957,1.0299,0,0,0.507727,0.198921,1.30322,0,0,0.545524,-0.0456887,1.27443,0,0,0.562331,-0.209602,1.14041,0,0,0.568212,-0.270172,1.07805,0,0,0.238901,-0.275378,1.16222,0,0,0.200717,-0.536312,1.07977,0,0,0.159093,-0.885837,1.01196,0,0,0.156946,-0.893554,0.870966,0,0,0.383183,-0.276669,1.16854,0,0,0.431589,-0.509122,1.01635,0,0,0.507754,-0.824775,0.852934,0,0,0.5118,-0.810747,0.712498,0,0,0.297812,0.263667,1.30395,0,0,0.061617,-0.276183,0.982609,0,0,0.112098,-0.237809,1.08459,0,0,0.570874,-0.323334,1.03321,0,0,0.508937,-0.292581,1.07291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
78,0,0.338989,-0.274782,1.15721,0,0,0.325846,0.0475678,1.21577,0,0,0.30967,0.349734,1.25649,0,0,0.340495,0.50814,1.24618,0,0,0.129588,0.212934,1.21191,0,0,0.0507088,0.0108546,1.16823,0,0,0.0559904,-0.148974,1.01218,0,0,0.0713011,-0.206602,0.942847,0,0,0.523473,0.20947,1.25347,0,0,0.560951,-0.0418232,1.23731,0,0,0.590235,-0.222539,1.1018,0,0,0.591234,-0.28041,1.05223,0,0,0.256449,-0.2666,1.11818,0,0,0.217865,-0.527018,1.04199,0,0,0.176307,-0.87916,0.981875,0,0,0.177242,-0.889691,0.842158,0,0,0.400631,-0.266197,1.12564,0,0,0.467817,-0.488239,0.963815,0,0,0.569538,-0.789761,0.787292,0,0,0.576717,-0.773989,0.648855,0,0,0.314133,0.276717,1.2487,0,0,0.0838508,-0.242551,0.903132,0,0,0.122031,-0.208563,0.975571,0,0,0.581641,-0.335911,1.01154,0,0,0.537576,-0.265707,1.02231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
79,0,0.36038,-0.267564,1.10817,0,0,0.346478,0.0566571,1.16038,0,0,0.329091,0.359725,1.19489,0,0,0.367545,0.514547,1.18402,0,0,0.153032,0.225587,1.15079,0,0,0.0645558,0.0272497,1.0987,0,0,0.078575,-0.13189,0.933532,0,0,0.0975498,-0.184838,0.864997,0,0,0.543579,0.214793,1.19301,0,0,0.583845,-0.0462151,1.1914,0,0,0.604708,-0.222546,1.08588,0,0,0.610174,-0.281084,1.03272,0,0,0.276368,-0.259875,1.06978,0,0,0.250153,-0.547587,1.00455,0,0,0.229296,-0.878215,0.964466,0,0,0.233254,-0.893458,0.827106,0,0,0.421406,-0.258382,1.07663,0,0,0.501527,-0.520957,0.892052,0,0,0.58856,-0.781488,0.736582,0,0,0.595302,-0.766654,0.599423,0,0,0.333899,0.28662,1.18859,0,0,0.113905,-0.217887,0.827957,0,0,0.153368,-0.198769,0.902429,0,0,0.607056,-0.340912,0.995939,0,0,0.568378,-0.279757,0.999059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
80,0,0.377139,-0.267213,1.05408,0,0,0.368491,0.0608174,1.10135,0,0,0.355987,0.366678,1.13039,0,0,0.402008,0.513205,1.12106,0,0,0.180384,0.234063,1.08426,0,0,0.0871866,0.0336434,1.04911,0,0,0.101162,-0.118962,0.867885,0,0,0.122894,-0.171415,0.798951,0,0,0.567041,0.214323,1.13556,0,0,0.606988,-0.0526209,1.1426,0,0,0.628462,-0.237908,1.05623,0,0,0.634049,-0.268618,1.02124,0,0,0.292704,-0.258848,1.01422,0,0,0.267473,-0.570326,0.961752,0,0,0.251019,-0.87846,0.938532,0,0,0.258429,-0.89834,0.803953,0,0,0.436606,-0.258048,1.02479,0,0,0.514429,-0.527892,0.854183,0,0,0.599996,-0.795374,0.712709,0,0,0.609645,-0.783923,0.577352,0,0,0.359621,0.293019,1.12543,0,0,0.143997,-0.20259,0.760942,0,0,0.111278,-0.225761,0.7928,0,0,0.635237,-0.3297,0.977898,0,0,0.584826,-0.244764,0.990546,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
81,0,0.395069,-0.270916,0.989349,0,0,0.394264,0.0642078,1.03592,0,0,0.388307,0.375504,1.06372,0,0,0.435647,0.511246,1.0625,0,0,0.212465,0.240367,1.01255,0,0,0.12053,0.0377206,0.98321,0,0,0.126493,-0.123761,0.805148,0,0,0.146582,-0.173711,0.742777,0,0,0.598116,0.212413,1.07124,0,0,0.630592,-0.0510271,1.08158,0,0,0.659944,-0.238271,1.0037,0,0,0.641327,-0.214718,0.987726,0,0,0.308957,-0.260549,0.950813,0,0,0.264721,-0.570085,0.923292,0,0,0.231111,-0.876382,0.924651,0,0,0.2376,-0.905041,0.794186,0,0,0.45372,-0.262683,0.959977,0,0,0.532705,-0.527856,0.782253,0,0,0.620119,-0.790714,0.633666,0,0,0.630768,-0.77817,0.500635,0,0,0.390423,0.300678,1.05901,0,0,0.171965,-0.20448,0.704762,0,0,0.11243,-0.220947,0.798444,0,0,0.624242,-0.245247,0.932766,0,0,0.583493,-0.192653,0.932818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
82,0,0.399015,-0.270058,0.914653,0,0,0.416719,0.0752702,0.965319,0,0,0.427377,0.393812,0.996063,0,0,0.481955,0.530353,0.99426,0,0,0.248202,0.255263,0.941072,0,0,0.144849,0.0544699,0.911679,0,0,0.145604,-0.12079,0.75861,0,0,0.163738,-0.176161,0.703813,0,0,0.618604,0.213897,0.997424,0,0,0.658165,-0.0373647,1.01328,0,0,0.675357,-0.223474,0.927356,0,0,0.683248,-0.285641,0.902038,0,0,0.312115,-0.25505,0.879925,0,0,0.246389,-0.557427,0.889877,0,0,0.193323,-0.856753,0.928172,0,0,0.19496,-0.901158,0.806204,0,0,0.456364,-0.265342,0.882722,0,0,0.52447,-0.545511,0.733467,0,0,0.602484,-0.822896,0.61336,0,0,0.614778,-0.814917,0.482008,0,0,0.42546,0.317433,0.990538,0,0,0.18986,-0.213995,0.667785,0,0,0.128363,-0.21763,0.750111,0,0,0.655203,-0.310018,0.838196,0,0,0.628907,-0.263384,0.84965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
83,0,0.390963,-0.262332,0.847754,0,0,0.432333,0.0954787,0.899448,0,0,0.463826,0.422279,0.932837,0,0,0.541553,0.546785,0.917367,0,0,0.295112,0.278393,0.874868,0,0,0.165598,0.0714889,0.846719,0,0,0.161404,-0.113432,0.722643,0,0,0.17763,-0.167819,0.678911,0,0,0.613307,0.239071,0.919178,0,0,0.510369,0.00594846,0.785484,0,0,0.444143,-0.218143,0.709922,0,0,0.440765,-0.251704,0.70449,0,0,0.301968,-0.241887,0.826753,0,0,0.226925,-0.537881,0.860003,0,0,0.165619,-0.830668,0.921337,0,0,0.162415,-0.885717,0.807217,0,0,0.449524,-0.262705,0.801792,0,0,0.598469,-0.501483,0.648699,0,0,0.755376,-0.739048,0.525993,0,0,0.770653,-0.726738,0.398831,0,0,0.456984,0.344203,0.926295,0,0,0.202154,-0.213071,0.646121,0,0,0.14139,-0.211154,0.716667,0,0,0.42178,-0.299582,0.701928,0,0,0.39028,-0.213487,0.685611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
84,0,0.329713,-0.292886,0.778492,0,0,0.375542,0.035903,0.826024,0,0,0.41015,0.335034,0.853569,0,0,0.533914,0.365078,0.81283,0,0,0.30953,0.294665,0.830544,0,0,0.176133,0.0919639,0.795366,0,0,0.178601,-0.101489,0.684496,0,0,0.19399,-0.147132,0.653051,0,0,0.561299,0.152131,0.837174,0,0,0.446955,0.0217039,0.70676,0,0,0.421234,-0.20745,0.657057,0,0,0.400866,-0.262301,0.641266,0,0,0.236652,-0.263686,0.773976,0,0,0.229049,-0.565947,0.79368,0,0,0.231193,-0.865796,0.843354,0,0,0.244246,-0.910124,0.725593,0,0,0.394541,-0.297148,0.716915,0,0,0.557791,-0.491391,0.508539,0,0,0.726315,-0.686482,0.331865,0,0,0.735212,-0.66425,0.207508,0,0,0.40267,0.263836,0.84869,0,0,0.215789,-0.197951,0.624653,0,0,0.152367,-0.167066,0.685813,0,0,0.400818,-0.336008,0.62665,0,0,0.336627,-0.250447,0.615174,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
85,0,0.287014,-0.339419,0.716479,0,0,0.314757,-0.0662718,0.764319,0,0,0.335872,0.187339,0.797598,0,0,0.460279,0.210886,0.759484,0,0,0.22329,0.149885,0.774873,0,0,0.0813235,-0.00262057,0.714963,0,0,0.241203,-0.100171,0.620627,0,0,0.294218,-0.145829,0.607336,0,0,0.487673,0.00389515,0.779549,0,0,0.412058,0.174396,0.670315,0,0,0.351182,-0.0954876,0.612653,0,0,0.348498,-0.171607,0.595166,0,0,0.181487,-0.299647,0.718722,0,0,0.294519,-0.560399,0.776478,0,0,0.410915,-0.823422,0.864817,0,0,0.461636,-0.864112,0.763567,0,0,0.365486,-0.349227,0.647357,0,0,0.612941,-0.161831,0.51845,0,0,0.859728,0.00592618,0.415494,0,0,0.869505,0.0465202,0.297567,0,0,0.331715,0.127012,0.791772,0,0,0.350276,-0.176404,0.575403,0,0,0.261198,-0.161177,0.570583,0,0,0.329094,-0.233194,0.562221,0,0,0.294742,-0.165185,0.5944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
86,0,0.298539,-0.341028,0.675459,0,0,0.322332,-0.060274,0.731105,0,0,0.336839,0.196467,0.763453,0,0,0.462376,0.221037,0.724131,0,0,0.224048,0.158952,0.74096,0,0,0.143279,-0.010521,0.629521,0,0,0.264807,-0.146584,0.524554,0,0,0.250222,-0.142128,0.54661,0,0,0.488799,0.0124876,0.745387,0,0,0.382558,0.159578,0.625939,0,0,0.299052,-0.106942,0.578043,0,0,0.293948,-0.174301,0.551631,0,0,0.195826,-0.3082,0.654914,0,0,0.256351,-0.571233,0.745154,0,0,0.3241,-0.837822,0.864779,0,0,0.367509,-0.906158,0.789868,0,0,0.372949,-0.344044,0.627165,0,0,0.496429,-0.0473716,0.485727,0,0,0.621849,0.227275,0.364756,0,0,0.621718,0.266739,0.244863,0,0,0.33433,0.135523,0.757856,0,0,0.29002,-0.178758,0.540384,0,0,0.215434,-0.154552,0.542217,0,0,0.276474,-0.253829,0.55147,0,0,0.229905,-0.15944,0.5349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
